hnit	ﺭﺪﺼﻣ
mwap	ﻥﻮﺗﺭﺎﮐ
qlan	ﯽﮕﻧﺭﺭﻮﮐ
xros	آوردنلباسبهشیوه
srom	سالننمایشگاه
hc6t	چت
qrat	ﺲﮑﻋﺮﺑ
hn6t	ﯼﺭﺍﺩﺯﺎﺑ
hqet	ﯽﺘﻧﺮﺘﻨﯾﺍﺖﯾﺎﺳ
fres	جمعآوریپول
froc	آهنگری
xlak	ﮏﻨﯿﻟ
vlat	چربزبانی
dvan	پیاده
gxin	غالب
ryes	ﺵﺮﯾﺬﭘﻝﻮﺌﺴﻣ
kxot	اتصالات
xyan	تحدیدحدود
vlan	تبلیغکننده
ryom	ﻢﯾﺭﻮﺗﻢﺗﺍ
hluf	ﻝﺎﺴﻨﻬﮐ
hquk	ﻖﯾﺭﺰﺗ
lyum	ﻢﯿﻟﻮﺗﻢﺗﺍ
tyem	ﻡﻮﯿﺑﺮﺗﻢﺗﺍ
hp6m	ﻡﻮﯿﻤﯾﺩﻮﺌﺳﺍﺮﭘ
txic	ﻪﻧﺎﺧﻪﺤﻔﺻ
mros	ﻥﺎﮔﺪﻨﻧﺍﺭ
dyam	ﻡﻮﯾﺩﻭﺭﻢﺗﺍ
pc6n	ﺶﯾﺎﻣﺯﺁﺩﺪﻋ
nyos	ﻕﻭﺪﻨﺻ
pyek	ﺭﻮﺘﮐﮊﻭﺮﭘ
kxon	ﻥﻮﺘﭙﯾﺮﮐ
hxuc	نجات
qrik	ﯽﻧﺎﯿﻣﺩﺭﻮﻣ
xwin	بیتجربگی
kxic	ﻞﻤﺣﻞﺑﺎﻗ،ﺵﻮﻣﺎﺧ
hvot	ﯽﺷﺩﺮﮔﺭﺍﺩﻮﻤﻧ
dxot	ﺖﺳﺎﻣ
hqut	ﻢﺘﺴﯿﺳﻪﺑﺩﻭﺭﻭﺝﺭﺎﺧ
pxen	دپارتمان
drok	ﻑﺪﻫﻪﺷﺎﻣ
flon	ﻩﺍﺮﻤﻫﻦﻔﻠﺗ
txos	ﻂﺳﻭﺍﺪﺻ
hqok	ﺏﺭﻮﻣﺩﺭﻮﻣ
xwik	ﺭﻮﺒﺻﺩﺭﻮﻣ
hx6n	hodiernalﺶﯿﭘ
txik	ﺖﺸﮕﻧﺍﺺﺧﺎﺷ
hqen	فرستنده
mlap	ﺭﺍﺰﻓﺍﺪﺑ
hvun	ترغیب
hvon	ﻥﺩﺮﮐﺱﺎﺒﻟ
vran	ﻥﺎﺳﺭﻪﻣﺎﻧ
pfes	ﺩﺎﺘﺳﺍ
pwip	ﺮﻋﺎﺷ
hqam	ﻥﺩﺮﮐﺭﺎﮐ
gxat	قانونیبودن
ks6t	ﻩﺪﻧﻮﺷﺐﺒﺳ
vrin	همکاران
kxip	ﭗﯿﻠﮐﻪﺘﺨﺗ
sr6n	ﻥﺎﺷﺩﻮﻨﺸﺧﺎﻧ
vlit	ارزشگذارانه
tyup	ﺮﻬﺷﻪﻣﻮﺣ
mrom	ﮎﮊﺍﻭ
xron	هدفون
gxak	هزینهبر
hrof	ﻥﺎﺟﻭﺮﺗﺐﺳﺍ
xlas	ﺞﻠﻓ
dzet	مجددااراستن
txac	تسلیمشدن
xrot	استفادهنشده
txis	ﻪﻄﻘﻧﺲﯾﺮﺗﺎﻣ
syif	SIﺪﺣﺍﻭ
xrac	ﺐﺠﻌﺗﯼﺎﺟ
brif	ﺵﺯﺭﺍﯽﯾﻭﺩﻭﺩ
dlos	ﯽﺘﯿﻔﯿﮐﺩﺭﻮﻣ
txun	ویژگیهای
dvat	ﻕﻼﺧﺍﺪﺑ
psom	ﻝﻭﺍﺖﺳﺩ
gjek	ﯼﺮﮕﯾﺩﺮﮔﺍ
nlem	ﻡﺮﺟﺪﺣﺍﻭ
qret	ﯽﺷﻭﺮﻓﻩﺩﺮﺧﻩﺎﮕﺷﻭﺮﻓ
txip	ﻪﻄﻘﻧﻪﺳ
dlek	ﻪﻧﺎﮔﺍﺪﺟﺭﻮﻃﻪﺑ
lwut	ﯽﻠﻌﻓﻥﺎﯾﺮﺟ
dxis	ﯼﺮﯿﮕﻤﺸﭼﺭﻮﻃﻪﺑ
hs6m	ﻢﯾﺰﺳ
vlak	railcarﺖﻌﻨﺻ
hn6m	nerium
kxap	ﺍﻮﻘﻣ
bxan	عازم
myem	ماهمی
gxik	ﯼﺪﻧﻭﺮﻬﺷﻕﻮﻘﺣ
hxoc	ﯽﯾﺍﻮﻫﯼﻭﺮﯿﻧ
xrok	همکار
kr6t	ﺮﯾﻮﺼﺗ
txok	ﺭﺎﮐﺩﻮﺧﺭﻮﻄﺑ
hxep	ﺩﺭﻮﺑﺖﯿﮑﺳﺍ
srop	گوشیهایهوشمند
pxak	ﻩﻼﮐﻥﺩﺮﮐﻞﻔﻗ
hk6k	ﯽﻠﺤﻣﯽﻘﯿﺳﻮﻣ
hl6k	euler'sﻩﺭﺎﻤﺷ
pyom	ﻡﻮﯿﻧﻮﻠﭘﻢﺗﺍ
xyam	ﻡﻮﯿﻟﺎﺗﻢﺗﺍ
hvic	مهاجم
lyok	ﯽﻧﺎﮑﻣﺩﺭﻮﻣ
xlot	آپارتمان
txen	بیانمجدد
kxac	حملهمتقابل
qrak	ﺎﻬﺑﺎﺼﺘﻋﺍ
hbup	ﺮﺨﺘﺳﺍ
txuk	ﻩﺎﺗﻮﮐﺭﺍﺪﻣ
tsef	ﯽﻃﻭﺮﺨﻣ
bxit	ﺏﻭﻥﺎﺑﺰﯿﻣ
ksem	ﻥﺪﻧﺍﻮﺧﻂﻘﻓ
byim	ﻡﻮﯾﺪﯿﺑﻭﺭﻢﺗﺍ
hvam	ﻡﻮﯾﺩﺎﻧﺍﻭﻢﺗﺍ
lw6n	ﻢﯿﻧﺎﺘﻧﻻ
frum	ﻦﯾﺭﻮﻠﻓﻢﺗﺍ
nyom	ﻢﯿﻤﯾﺩﻮﺌﻧ
mlom	multalﺩﺪﻋ
kxas	فرد
xret	ﺖﯾﺎﺑﺍﺮﺗ
hs6k	ﻥﺩﺮﮐﻮﺠﺘﺴﺟﺭﻮﺗﻮﻣ
frus	فولادضدزنگ
gxan	ﻥﺎﺸﮑﻬﮐﺲﻨﺟ
vlas	صدا
glet	ﺯﺎﮔﻝﺍﺪﭘ
hvim	ﺍﺮﺟﺍﻥﺎﻣﺯ
bxip	ﭗﻣﺖﯿﺑ
qrin	ﻩﺭﺎﺘﺳﺲﻨﺟ
bvak	abessiveﺩﺭﻮﻣ
pxon	دردسترسنیست
dvik	adessiveﺩﺭﻮﻣ
dvek	agentiveﺩﺭﻮﻣ
hlef	ﻞﻣﺎﻋﻪﺷﺎﻣ
kwek	ﻪﺑﺩﺭﻮﻣ
kxen	ﮎﺮﺘﺸﻣﺲﻨﺟ
ht6m	ﻝﻮﻗﻞﻘﻧﻡﺮﻓ
tsuf	ﺲﻧﺍﺮﺗﯼﺩﺪﻋ
hf6n	اخراجاعضایسندیکا
tc6t	ﻢﯿﻘﺘﺴﻣﻑﺪﻫ
gvik	ergativeﺩﺭﻮﻣ
gxon	تکهتکهشدن
ksep	ﻩﺪﻧﺮﯿﮔ
vyin	ﺎﻤﻨﯿﺳ
pyos	ﻝﺎﻌﻓﺮﯿﻏﺍﺪﺻ
hnef	ﺩﻭﺪﺤﻣﻞﻌﻓ
xwit	ﻪﯿﻟﻭﺍﻑﺪﻫ
hqim	ﯽﻠﺜﻤﻟﺍﺏﺮﺿﺖﻟﺎﺣ
jlak	ﻢﯿﻤﻌﺗ
vrik	ﯽﯾﺎﻬﻧﻩﺭﺫ
qyan	ﺪﺣﺍﻭﯽﻟﺎﯿﺧ
kxaf	ﺭﻮﻧﺖﻋﺮﺳ
xyic	ﮓﻨﯿﺸﯿﻓ
qyit	ﯽﻧﺍﺮﺤﺑﻪﻄﻘﻧ
hvek	evitativeﺩﺭﻮﻣ
bvik	subessiveﺩﺭﻮﻣ
hzes	ﺏﻭﺬﺠﻣﺩﺭﻮﻣ
prus	ﯼﺮﺗﻮﯿﭙﻣﺎﮐﺱﻭﺮﯾﻭ
ples	ﻩﺪﻧﺯﺍﺩﺮﭘ
pxif	ﺲﯿﻠﭘﺮﺴﻓﺍ
dvak	lativeﺩﺭﻮﻣ
brun	تور
tsi_k	antessiveﺩﺭﻮﻣ
tyum	ﻢﯿﻨﺗﻭﺭﻢﺗﺍ
vyak	ﯼﺪﯿﻗﺩﺭﻮﻣ
pxim	ﺮﯾﺯﻭﺖﺴﺨﻧ
syum	ﻡﻮﯿﺘﻧﻭﺮﺘﺳﺍﻢﺗﺍ
sy6n	بدگمانی
hy6n	ﻥﺩﺮﮐﻊﯿﺠﺸﺗﻭﮏﯾﺮﺤﺗﺲﻨﺟ
pxac	ﻪﻧﻻﺪﻤﻫﺕﺬﻟ
vlin	ﻪﯿﻠﻘﻧﻪﻠﯿﺳﻭﺲﻨﺟ
qwin	ﯽﻧﺪﻌﻣﺲﻨﺟ
hr6s	ﻪﻌﺟﺍﺮﻣ
tf6n	ﺮﻧﻮﺗ
xris	ﺮﺑﺭﺎﮐﻂﺑﺍﺭ
hw6n	ﻥﺩﺭﻮﺧﻢﺴﻗ
xlen	ﯽﻫﺎﻔﺷﻢﺳﺍ
pyec	ﻩﺩﺮﺘﺴﮔﻪﺤﻔﺻ
vlim	ﯼﺯﺎﺠﻣﻪﻈﻓﺎﺣ
bres	ﻪﻤﻠﮐﻩﺪﻧﺯﺍﺩﺮﭘ
hqip	ﺮﺑﺍﻪﺒﺳﺎﺤﻣ
vlic	ﯼﺯﺎﺠﻣﻩﺎﮕﺘﺳﺩ
pfam	ﺩﺯﺩ
dyap	ﻦﯿﻣﻭﺩﻥﺎﺑﺯ
txek	ﻡﺍnﻪﺸﯾﺭ
dxen	ﺎﻫﻩﺩﺍﺩﻥﺪﻌﻣﺝﺍﺮﺨﺘﺳﺍ
byip	ﺕﺭﺎﺠﺗﺺﺨﺷ
hs6c	ﺩﻮﺧﺲﻔﻧﻪﺑﺩﺎﻤﺘﻋﺍ
txim	اشاره
hb6t	ﻥﺩﺍﺩﺮﯿﯿﻐﺗﺯﺍﻪﻌﻗﺍﻭ
hdem	ﻪﻨﻣﺍﺩﻡﺎﻧ
dxon	ﻥﺎﺴﻤﻫﺎﻧﻪﻌﻗﺍﻭ
lwaf	ﺵﻼﻓﻥﺪﻧﺍﺭ
sl6t	crastinalﺖﻔﺳ
xyik	ﺖﺴﺳﮏﺴﯾﺩ
fyif	ﯽﺑﺎﺗﺯﺎﺑﺍﺪﺻ
bvin	ﻥﺎﻬﺟﺲﻨﺟ
hm6p	ﺩﺮﺑﺭﺩﺎﻣ
tfip	ﯼﺪﻌﺘﻣﻞﻌﻓ
jlen	ﻞﺤﻣﺲﻨﺟ
xrap	ﻩﺍﺭﻩﺍﺭ
tc6n	ﺶﻫﻭﮋﭘﺲﻨﺟ
sl6n	ﻪﻧﺍﺪﻨﻣﺮﻨﻫﺲﻨﺟ
xrek	ﺭﻮﺒﺻﻪﺷﺎﻣ
xwan	ﻩﺪﯿﮑﭼﺲﻨﺟ
dxif	ویدئوکنفرانس
dyip	ﻢﯿﻘﺘﺴﻣﺮﯿﻏﯽﻧﺍﺮﻨﺨﺳ
zrek	exocentricﺩﺭﻮﻣ
hvuk	فراخوانی
xwat	ﻪﺘﺷﺬﮔperfective
hr6m	ﻢﯿﻧﺭ
txaf	باعث
hmef	ﯽﺼﺨﺷﺮﯿﻏﻞﻌﻓ
tx6t	ﻦﺘﻣﺮﮕﺸﯾﺍﺮﯾﻭ
txes	ﯽﻌﻤﺟﻢﺳﺍ
bvat	بدرفتار
bvuk	absolutiveﺩﺭﻮﻣ
ry6t	ﻥﺎﯾﺩﺍﺭ
vlis	ﯼﺯﺎﺠﻣﺖﯿﻌﻗﺍﻭ
qren	ﯽﻧﺎﻬﺟﺲﻨﺟ
gvak	ﺩﺭﻮﻣﯼﺭﻮﺘﺳﺩ
bxok	ﻮﻣﻥﻭﺪﺑ
mrum	ﺮﺗﻮﯿﭙﻣﺎﮐﻪﻣﺎﻧﺮﺑ
ps6t	ﯽﺗﺎﯿﻠﻤﻋﻢﺘﺴﯿﺳ
hfom	ﺝﺍﻭ
tlem	ﻥﺪﻧﺍﻮﺧﻂﻘﻓﻪﻈﻓﺎﺣ
pwam	ﯽﺳﻮﺳﺎﺟﯼﺎﻫﺭﺍﺰﻓﺍﻡﺮﻧ
kfif	ﻪﺘﺴﻫbenefactive
qwit	ﺖﯿﻧﻼﻘﻋ
nlaf	نصبوراهاندازی
nwok	ﯽﻨﻤﺠﻧﺍﺩﺭﻮﻣ
dzas	ناراضیکردن
swuk	ﯽﻟﺎﻋﺩﺭﻮﻣ
syos	خلاصه
kr6n	ﯽﻗﺮﺑﯼﺭﺎﺟ
dvin	ﻥﺎﺟﯽﺑﺲﻨﺟ
pxom	propositiveﺖﻟﺎﺣ
vris	ﻞﺑﺎﻘﺘﻣﺍﺪﺻ
rwos	ﻞﺳﻭﺮﺋﺁ
dr6t	حواسپرتی
ht6k	ارتباطازراهدور
slaf	ﯽﻋﺎﻤﺘﺟﺍﻪﮑﺒﺷ
lyuk	ﯽﭘﺭﺩﯽﭘﺪﻨﺑ
qras	مافوق
ty6n	ﻪﻧﺎﯾﺎﭘ
gwet	ﯼﺩﻭﺯﻪﺑﻩﺪﻨﯾﺁﺖﻔﺳ
hp6s	ﯽﻠﻤﻋﺍﺪﺻ
tsof	antipassiveﺍﺪﺻ
ht6p	ﻡﻭﺍﺪﺗﻪﺒﻨﺟ
hn6f	necessitativeﺖﻟﺎﺣ
pfip	ﻝﺎﻌﻓﺮﯿﻏﯽﻔﺻﻭﻪﺟﻭ
glap	ﺭﺍﺰﺑﺍﺭﺍﻮﻧ
sy6k	ﯼﺩﻮﺟﻭﺪﻨﺑ
qyat	ﻥﺎﺸﺧﺭﺩﺕﺪﺷ
hy6t	ﯽﺷﯼﺭﻮﺘﺳﺩ
vyan	تلفظ
sluf	ﺩﺮﻔﻨﻣﺩﺪﻋ
dvit	ﻩﺯﺍﺪﻧﺍﺯﺍﺶﯿﺑﻥﺎﻣﺯﺕﺪﻣ
qyak	ﺎﻬﻨﺗﻞﻤﻋﻞﻌﻓ
bzik	ﮏﯾﺰﯿﻓ
xlet	ﯽﻟﺎﻋﻪﺟﺭﺩ
hqap	ﺮﺿﺎﺣﯽﻔﺻﻭﻪﺟﻭ
qwat	ﻥﺍﺰﯿﻣﺯﺍﻩﺩﺎﻣ
qyik	ﯼﺪﻧﻮﯿﭘﻩﺭﺫ
sr6t	ﻝﺎﯿﺳﯽﻧﺍﺮﺤﺑﻕﻮﻓ
hfem	epentheticﮎﮊﺍﻭ
tl6t	ﺭﻭﺩﻩﺍﺭﺯﺍﻩﺪﻨﯾﺁﺖﻔﺳ
mrif	ﻦﻓﻭﺮﮑﯿﻣ
pcuk	postpositionalﺩﺭﻮﻣ
tfim	ﯽﻓﺩﺎﺼﺗﯽﺳﺮﺘﺳﺩﻪﻈﻓﺎﺣ
fwim	ﻡﻮﯾﺪﯿﺗﺍ
ly6t	ﻪﺑﺎﻄﺧﻖﻓﺍﻮﺗ
hvap	ﺭﺎﻣﻮﻃﺭﺎﺑ
hfep	ﺭﺮﮑﻣﻪﺒﻨﺟ
bvan	ﯽﻌﯾﺯﻮﺗﺮﯿﻤﺿ
fyun	ﻩﺭﺎﻤﺷﺭﻭﺎﻨﺷﺰﯿﻤﻣ
xyas	پاککردن
hvif	ﺪﻧﻮﺴﭘﻞﻌﻓ
xyis	ﻪﺘﺷﺬﮔﻝﺎﻌﻓﺮﯿﻏﯽﻔﺻﻭﻪﺟﻭ
tl6n	ﯼﺰﮐﺮﻣﺵﺯﺍﺩﺮﭘﻝﺎﺣﺭﺩﺪﺣﺍﻭ
tfok	ﯽﻧﺎﮑﻣﯽﺘﯾﺍﺪﻫﺩﺭﻮﻣ
qwan	ﺍﺭﺮﮑﻣﻪﺘﺳﺍﻮﺧﺶﺳﺮﭘ
