hnit	ﺭﺪﺼﻤﻟﺍﺔﻐﻴﺻ
brif	-ﺔﻴﺋﺎﻨﺛﺔﻤﻴﻗ
dlos	ﻲﻠﻜﺷﺔﻟﺎﺣ
txun	الصفات
dvat	ﺞﺋﺎﻫ
psom	ﻝﻭﻷﺍﺭﺪﺼﻤﻟﺍﻦﻣﻰﻘﺘﺴﻣﺮﺷﺎﺒﻣ
gjek	ﺍﺫﺍﺮﺧﺁ
nlem	ﺔﻠﺘﻜﻟﺍﻦﻣﺓﺪﺣﻭ
qret	ﺔﺋﺰﺠﺘﻟﺍﺮﺠﺘﻣ
txip	ﺔﻄﻘﻧﻲﺛﻼﺜﻟﺍ
dlek	ﻱﺩﺮﻓﻞﻜﺸﺑ
lwut	ﺭﺎﻴﺘﻟﺍﻖﻓﺪﺗ
dxis	ﺮﻴﺒﻛﻞﻜﺸﺑ
hs6m	ﻡﻮﻳﺰﻴﺳ
vlak	ﺭﺎﻄﻘﻟﺍﺔﺑﺮﻋ
hn6m	ﻰﻠﻓﺪﻟﺍ
kxap	ﻯﻮﻘﻣﻕﺭﻭ
bxan	المغادرين
myem	شهرماي
gxik	ﺔﻴﻧﺪﻤﻟﺍﻕﻮﻘﺤﻟﺍ
hxoc	ﺔﻳﻮﺠﻟﺍﺕﺍﻮﻘﻟﺍ
xrok	زميلعمل
kr6t	ﺔﺷﺎﺷﺔﻄﻘﻟ
txok	ﺎﻴﺋﺎﻘﻠﺗ
hxep	ﺞﻟﺰﺗﺡﻮﻟ
srop	الهاتفالذكي
pxak	ﺕﺎﻌﺒﻗﻞﻔﻗ
hk6k	ﺔﻴﺒﻌﺸﻟﺍﻰﻘﻴﺳﻮﻤﻟﺍ
hl6k	euler's-ﺩﺪﻌﻟﺍ
pyom	ﻲﻋﺎﻌﺷﺇﻱﺰﻠﻓﺮﺼﻨﻋﻡﻮﻴﻧﻮﻟﻮﺑﺓﺭﺫ
xyam	ﻱﺰﻠﻓﺮﺼﻨﻋﻡﻮﻴﻠﺜﻟﺍﺓﺭﺫ
hvic	الغازية
lyok	ﻲﻓﺮﻇﺔﻟﺎﺣ
xlot	الشقق
txen	إعادةصياغة
kxac	هجوممضاد
qrak	ﺏﺍﺮﻀﻟﺍﺪﺴﻔﻣ
hbup	ﺔﺣﺎﺒﺴﻟﺍﻡﺎﻤﺣ
txuk	ﻲﺋﺎﺑﺮﻬﻛﺱﺎﻣ
tsef	ﺐﺑﺪﻣ
bxit	ﺔﻜﺒﺷﻒﻴﻀﻣ
ksem	ﺃﺮﻗﺍﻂﻘﻓ
byim	ﻱﺰﻠﻓﺮﺼﻨﻋﻡﻮﻳﺪﻴﺑﻭﺮﻟﺍﺓﺭﺫ
hvam	ﻡﻮﻳﺩﺎﻧﺎﻔﻟﺍﺓﺭﺫ
lw6n	ﻱﺰﻠﻓﺮﺼﻨﻋﻡﻮﻧﺎﺜﻨﻠﻟﺍ
frum	ﺭﻮﻠﻔﻟﺍﺓﺭﺫ
nyom	ﻡﻮﻴﻤﻳﺩﻮﻴﻨﻟﺍ
mlom	multalﺩﺪﻋ
kxas	تخصيص
xret	ﺖﻳﺎﺑﺍﺮﻴﺗ
hs6k	ﺚﺤﺑﻙﺮﺤﻣ
frus	تآكل
gxan	ﺓﺮﺠﻤﻟﺍﺲﻨﺟ
vlas	الالفاظ
glet	ﺩﻮﻗﻮﻟﺍﺔﺳﺍﻭﺩ
hvim	ﻞﻴﻐﺸﺘﻟﺍﺖﻗﻭ
bxip	ﺔﻴﻄﻘﻧ
qrin	ﺔﻤﺠﻧﺲﻨﺟ
bvak	abessiveﺔﻟﺎﺣ
pxon	غيرمتوفره
dvik	adessiveﺔﻟﺎﺣ
dvek	agentiveﺔﻟﺎﺣ
hlef	ﻞﻴﻛﻭﻞﻐﺸﻣ
kwek	ﻰﻟﺇﺔﻟﺎﺣ
kxen	ﻙﺮﺘﺸﻣﺚﻴﻧﺄﺗﻭﺃﺮﻴﻛﺬﺗﺲﻨﺟ
ht6m	ﻪﻳﻮﻨﺗﻞﻜﺷ
tsuf	ﺮﺒﻋﻱﺩﺪﻋ
hf6n	تغريم
tc6t	ﺓﺮﺷﺎﺒﻣﻉﻮﺿﻮﻣ
gvik	ergativeﺔﻟﺎﺣ
gxon	تجزئة
ksep	ﺕﻼﺒﻘﺘﺴﻣ
vyin	ﺡﺮﺴﻤﻟﺍﻢﻠﻴﻓ
pyos	ﻝﻮﻬﺠﻤﻠﻟﻲﻨﺒﻣﺕﻮﺻ
hnef	ﺩﻭﺪﺤﻣﻞﻌﻔﻟﺍ
xwit	ﻲﺋﺍﺪﺘﺑﺍﻉﻮﺿﻮﻣ
hqim	ﺭﻮﺛﺄﻣﺝﺍﺰﻣ
jlak	ﻢﻴﻤﻌﺗ
vrik	ﻲﺋﺎﻬﻧﻢﻴﺴﺟ
qyan	ﺓﺪﺣﻭﺔﻴﻤﻫﻭ
kxaf	ءﻮﻀﻟﺍﻦﻣﺔﻋﺮﺴﻟﺍ
xyic	ﺪﻴﺼﺘﻟﺍ
qyit	ﺔﺟﺮﺣﺔﻄﻘﻧ
hvek	evitativeﺔﻟﺎﺣ
bvik	subessiveﺔﻟﺎﺣ
hzes	ﻚﻠﺘﻣﺍﺔﻟﺎﺣ
prus	ﺕﺎﺳﻭﺮﻴﻔﻟﺍﻦﻣﺮﺗﻮﻴﺒﻤﻜﻟﺍ
ples	ﺞﻟﺎﻌﻣ
pxif	ﺔﻃﺮﺷﻂﺑﺎﺿ
dvak	lativeﺔﻟﺎﺣ
brun	سياحة
tsi_k	antessiveﺔﻟﺎﺣ
tyum	ﻱﺰﻠﻓﺮﺼﻨﻋﻡﻮﻴﻨﻴﺛﻭﺮﻟﺍﺓﺭﺫ
vyak	ﻑﺮﻈﻟﺍﺔﻟﺎﺣ
pxim	ﻝﻭﻷﺍﺮﻳﺯﻮﻟﺍ
syum	ﻱﺰﻠﻓﺮﺼﻨﻋﻡﻮﻴﺘﻧﻭﺮﺘﺳﻹﺍﺓﺭﺫ
sy6n	ارتياب
hy6n	ﻲﺣﺚﻴﻧﺄﺗﻭﺃﺮﻴﻛﺬﺗﺲﻨﺟ
pxac	ﻥﺎﻨﺤﺑﺔﺣﺮﻓ
vlin	ﺔﺒﻛﺮﻣﺲﻨﺟ
qwin	ﻥﺪﻌﻣﺚﻴﻧﺄﺗﻭﺃﺮﻴﻛﺬﺗﺲﻨﺟ
hr6s	ﺔﻟﺎﺣﺇ
tf6n	ﺮﺒﺤﻟﺍ
xris	ﻡﺪﺨﺘﺴﻣﻲﻨﻴﺒﻟﺍﺢﻄﺴﻟﺍ
hw6n	ﺔﻳﺭﻮﺘﺳﺪﻟﺍﻦﻴﻤﻴﻟﺍءﺍﺩﺃ
xlen	ﻲﻈﻔﻟﻢﺳﺇ
pyec	ﻝﻭﺪﺟ
vlim	ﺔﻴﺿﺍﺮﺘﻓﺍﺓﺮﻛﺍﺫ
bres	ﺔﻤﻠﻛﺞﻟﺎﻌﻣ
hqip	ﻢﻴﻏﺔﺒﺳﻮﺤﻟﺍ
vlic	ﺔﻴﺿﺍﺮﺘﻓﺍﺔﻟﺁ
pfam	ﺞﻋﺰﻤﻟﺍﺪﻳﺮﺒﻟﺍﻲﻠﺳﺮﻣ
dyap	ﺎﻴﻧﺎﺛﺔﻐﻟ
txek	ﺭﺬﺠﻟﺍﻒﻟﻷﺍ
dxen	ﺕﺎﻧﺎﻴﺒﻟﺍﻦﻳﺪﻌﺗ
byip	ﻞﻤﻋﺺﺨﺷ
hs6c	ﺕﺍﺬﻟﺍﺲﻔﻨﻟﺎﺑﺔﻘﺜﻟﺍ
txim	اشارة
hb6t	ﺮﻴﻴﻐﺗﻦﻣﺙﺪﺣ
hdem	ﻕﺎﻄﻧﻢﺳﺍ
dxon	ﻒﻠﺘﺨﻣﺙﺪﺣ
lwaf	ﺵﻼﻓﺩﻮﻘﻳ
sl6t	crastinalﺮﺗﻮﺗ
xyik	ﻥﺮﻤﻟﺍﺹﺮﻘﻟﺍﺔﻧﺍﻮﻄﺳﺃ
fyif	ﻲﺳﺎﻜﻌﻧﺍﺕﻮﺻ
bvin	ﻥﻮﻜﻟﺍﺲﻨﺟ
hm6p	ﻡﻷﺍﺔﺣﻮﻠﻟﺍ
tfip	ﺪﻌﺘﻣﻞﻌﻔﻟﺍ
jlen	ﻥﺎﻜﻣﺲﻨﺟ
xrap	ﻂﻄﺨﻣ
tc6n	ﺚﺤﺑﺲﻨﺟ
sl6n	ﻲﻨﻓﺲﻨﺟ
xrek	ﺾﻳﺮﻤﻟﺍﻞﻐﺸﻣ
xwan	ﺺﺨﻠﻣﺚﻴﻧﺄﺗﻭﺃﺮﻴﻛﺬﺗﺲﻨﺟ
dxif	مؤتمرعبرالفيديو
dyip	ﺮﺷﺎﺒﻣﺮﻴﻏﺏﺎﻄﺧ
zrek	exocentricﺔﻟﺎﺣ
hvuk	تستحضر
xwat	ﻲﺿﺎﻤﻟﺍﻦﺴﺤﺘﻣ
hr6m	ﻱﺰﻠﻓﺮﺼﻨﻋﻡﻮﻴﻨﻳﺮﻟﺍ
txaf	أثار
hmef	ﻝﻮﻬﺠﻤﻠﻟﻰﻨﺒﻣﻞﻌﻔﻟﺍ
tx6t	ﺺﻧﺭﺮﺤﻣ
txes	ﻲﻋﺎﻤﺟﻢﺳﺇ
bvat	إساءةمعاملة
bvuk	absolutiveﺔﻟﺎﺣ
ry6t	ﺔﻳﺮﻄﻗﻒﺼﻧﺔﻳﻭﺍﺯ
vlis	ﺔﻴﺿﺍﺮﺘﻓﺍﻊﻗﺍﻭ
qren	ﻲﺒﻛﻮﻛﺲﻨﺟ
gvak	ﺓﺪﺣﺔﻳﻮﺤﻨﻟﺍ
bxok	ﻊﻠﺻﺃ
mrum	ﺏﻮﺳﺎﺤﻟﺍﺞﻣﺎﻧﺮﺑ
ps6t	ﻞﻴﻐﺸﺘﻟﺍﻡﺎﻈﻧ
hfom	ﺕﻮﺻ
tlem	ﺃﺮﻗﺍﻂﻘﻓﺓﺮﻛﺍﺫ
pwam	ﺲﺴﺠﺘﻟﺍﺞﻣﺍﺮﺑ
kfif	ﺓﺍﻮﻨﻟﺍbenefactive
qwit	ﺔﻴﻧﻼﻘﻋ
nlaf	تركيب
nwok	ﻲﻄﺑﺍﺮﺗﺔﻟﺎﺣ
dzas	أثارالاستياء
swuk	ﻞﻴﻀﻔﺘﻟﺍﺔﻐﻴﺻﺔﻟﺎﺣ
syos	تلخيص
kr6n	ﻲﺋﺎﺑﺮﻬﻛﺭﺎﻴﺗ
dvin	ﺩﺎﻤﺟﺚﻴﻧﺄﺗﻭﺃﺮﻴﻛﺬﺗﺲﻨﺟ
pxom	propositiveﺝﺍﺰﻣ
vris	ﻝﺩﺎﺒﺘﻣﺕﻮﺻ
rwos	ﻱﻮﺠﻟﺍءﺎﺒﻬﻟﺍ
dr6t	للانتباه
ht6k	اتصالات
slaf	ﻲﻋﺎﻤﺘﺟﺍﺕﺎﻜﺒﺸﻟﺍ
lyuk	ﻝﺍﻮﺘﻣﺪﻨﺑ
qras	الرؤساء
ty6n	ﺔﻄﺤﻣ
gwet	ﺍﺬﻜﻫﻞﺒﻘﺘﺴﻣﺮﺗﻮﺗ
hp6s	ﺔﻴﻘﻴﺒﻄﺗﺕﻮﺻ
tsof	antipassiveﺕﻮﺻ
ht6p	continuativeﺐﻧﺎﺟ
hn6f	necessitativeﺝﺍﺰﻣ
pfip	ﻝﻮﻬﺠﻤﻠﻟﻲﻨﺒﻣﻞﻋﺎﻔﻟﺍﻢﺳﺇ
glap	ﺕﺍﻭﺩﻷﺍﻂﻳﺮﺷ
sy6k	ﻱﺩﻮﺟﻭﺪﻨﺑ
qyat	ءﻲﻀﻣﺔﻓﺎﺜﻛ
hy6t	ﻩﻮﺟﻭﻦﻴﺑﺔﻳﻮﺤﻨﻟﺍ
vyan	نطق
sluf	singulativeﺩﺪﻋ
dvit	ﻁﺮﻔﻣﺓﺪﻣ
qyak	ﺪﻴﺣﻭﻞﻤﻋﻞﻌﻔﻟﺍ
bzik	ءﺎﻳﺰﻴﻓ
xlet	ﻞﻴﻀﻔﺘﻟﺍﺔﻐﻴﺻﺔﻴﻤﻠﻌﻟﺍﺔﺟﺭﺪﻟﺍ
hqap	ﺮﺿﺎﺣﻞﻋﺎﻔﻟﺍﻢﺳﺇ
qwat	ﺔﻴﻤﻛﻦﻣﺓﺩﺎﻣ
qyik	ﻡﺎﺿﻢﻴﺴﺟ
sr6t	ﻞﺋﺎﺴﻟﺍ-ﺔﺟﺮﺤﻟﺍﻕﻮﻓ
hfem	epentheticﻢﻴﻓﺮﻣ
tl6t	ﺪﻌﺑﻦﻋﻞﺒﻘﺘﺴﻣﺮﺗﻮﺗ
mrif	ﻥﻮﻓﻭﺮﻜﻴﻣ
pcuk	postpositionalﺔﻟﺎﺣ
tfim	ﻲﺋﺍﻮﺸﻋﻝﻮﺻﻭﺓﺮﻛﺍﺫ
fwim	ﻡﻮﻳﺪﻴﺜﻳﺇ
ly6t	ﺔﻴﻤﺳﺭﺔﺒﻄﺧﺔﻴﻗﺎﻔﺗﻻﺍ
hvap	ﺮﻳﺮﻤﺘﻟﺍﺭﺎﺑ
hfep	ﻱﺭﺮﻜﺗﺐﻧﺎﺟ
bvan	ﻲﻌﻳﺯﻮﺗﺮﻴﻤﺿ
fyun	ﻢﻗﺭﺔﻄﻘﻧﺔﻤﺋﺎﻌﻟﺍ
xyas	محو
hvif	ﺔﻘﺣﻻﻦﻴﺑﻞﻌﻔﻟﺍ
xyis	ﻲﺿﺎﻤﻟﺍﻝﻮﻬﺠﻤﻠﻟﻲﻨﺒﻣﻞﻋﺎﻔﻟﺍﻢﺳﺇ
tl6n	ﻂﺳﻭﺔﺠﻟﺎﻌﻣﺓﺪﺣﻭ
tfok	ﻲﻓﺮﻇﻲﻫﺎﺠﺗﺍﺔﻟﺎﺣ
qwan	ﺍﺮﻴﺜﻛﺖﺒﻠﻃﺔﻠﺌﺳﺃ
